"Notes"	"County"	"County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
"Total"	"Adams County, NE"	"31001"	"55-64 years"	"55-64"			64	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"65-74 years"	"65-74"	"May, 2020 "	"2020/05"	13	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"65-74 years"	"65-74"	"Aug., 2020 "	"2020/08"	13	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"65-74 years"	"65-74"	"Dec., 2020 "	"2020/12"	11	Not Applicable	Not Applicable
"Total"	"Adams County, NE"	"31001"	"65-74 years"	"65-74"			140	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"75-84 years"	"75-84"	"Jan., 2020 "	"2020/01"	12	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"75-84 years"	"75-84"	"Oct., 2020 "	"2020/10"	12	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"75-84 years"	"75-84"	"Nov., 2020 "	"2020/11"	16	Not Applicable	Not Applicable
"Total"	"Adams County, NE"	"31001"	"75-84 years"	"75-84"			169	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"85+ years"	"85+"	"Jan., 2019"	"2019/01"	18	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"85+ years"	"85+"	"Apr., 2019"	"2019/04"	14	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"85+ years"	"85+"	"Oct., 2019"	"2019/10"	11	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"85+ years"	"85+"	"Nov., 2019"	"2019/11"	14	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"85+ years"	"85+"	"Dec., 2019"	"2019/12"	11	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"85+ years"	"85+"	"Jan., 2020 "	"2020/01"	10	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"85+ years"	"85+"	"Mar., 2020 "	"2020/03"	11	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"85+ years"	"85+"	"Apr., 2020 "	"2020/04"	12	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"85+ years"	"85+"	"Jun., 2020 "	"2020/06"	10	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"85+ years"	"85+"	"Sep., 2020 "	"2020/09"	12	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"85+ years"	"85+"	"Oct., 2020 "	"2020/10"	10	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"85+ years"	"85+"	"Nov., 2020 "	"2020/11"	22	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"85+ years"	"85+"	"Dec., 2020 "	"2020/12"	17	Not Applicable	Not Applicable
"Total"	"Adams County, NE"	"31001"	"85+ years"	"85+"			250	Not Applicable	Not Applicable
"Total"	"Adams County, NE"	"31001"					623	Not Applicable	Not Applicable
"Total"	"Antelope County, NE"	"31003"	"55-64 years"	"55-64"			12	Not Applicable	Not Applicable
"Total"	"Antelope County, NE"	"31003"	"65-74 years"	"65-74"			17	Not Applicable	Not Applicable
"Total"	"Antelope County, NE"	"31003"	"75-84 years"	"75-84"			48	Not Applicable	Not Applicable
"Total"	"Antelope County, NE"	"31003"	"85+ years"	"85+"			56	Not Applicable	Not Applicable
"Total"	"Antelope County, NE"	"31003"					133	Not Applicable	Not Applicable
"Total"	"Blaine County, NE"	"31009"					13	Not Applicable	Not Applicable
"Total"	"Boone County, NE"	"31011"	"65-74 years"	"65-74"			19	Not Applicable	Not Applicable
"Total"	"Boone County, NE"	"31011"	"75-84 years"	"75-84"			36	Not Applicable	Not Applicable
	"Boone County, NE"	"31011"	"85+ years"	"85+"	"Nov., 2020 "	"2020/11"	10	Not Applicable	Not Applicable
"Total"	"Boone County, NE"	"31011"	"85+ years"	"85+"			76	Not Applicable	Not Applicable
"Total"	"Boone County, NE"	"31011"					136	Not Applicable	Not Applicable
"Total"	"Box Butte County, NE"	"31013"	"55-64 years"	"55-64"			22	Not Applicable	Not Applicable
"Total"	"Box Butte County, NE"	"31013"	"65-74 years"	"65-74"			48	Not Applicable	Not Applicable
"Total"	"Box Butte County, NE"	"31013"	"75-84 years"	"75-84"			60	Not Applicable	Not Applicable
	"Box Butte County, NE"	"31013"	"85+ years"	"85+"	"Jul., 2019"	"2019/07"	10	Not Applicable	Not Applicable
"Total"	"Box Butte County, NE"	"31013"	"85+ years"	"85+"			93	Not Applicable	Not Applicable
